annee_numero_de_tirage,jour_de_tirage,date_de_tirage,date_de_forclusion,boule_1,boule_2,boule_3,boule_4,boule_5,boules,numero_chance,combinaison_gagnante_en_ordre_croissant,nombre_de_gagnant_au_rang1,rapport_du_rang1,nombre_de_gagnant_au_rang2,rapport_du_rang2,nombre_de_gagnant_au_rang3,rapport_du_rang3,nombre_de_gagnant_au_rang4,rapport_du_rang4,nombre_de_gagnant_au_rang5,rapport_du_rang5,nombre_de_gagnant_au_rang6,rapport_du_rang6,numero_jokerplus,devise
2015080,LUNDI,2015-07-06,2015-09-05,17,12,36,35,43,"17,12,36,35,43",3,12-17-35-36-43+3,0,0,1,165823.5,239,1493.2,11462,13.4,188999,5.8,307858,2,3 651 834,eur
2015138,MERCREDI,2015-11-18,2016-01-18,25,23,5,1,47,"25,23,5,1,47",1,1-5-23-25-47+1,0,0,5,51248.5,555,993.6,25570,9.3,361854,4.7,380323,2,0 960 444,eur
2015071,LUNDI,2015-06-15,2015-08-15,35,19,37,22,16,"35,19,37,22,16",2,16-19-22-35-37+2,0,0,1,173000.8,284,1311,12948,12.4,204023,5.6,262719,2,8 006 452,eur
2015131,LUNDI,2015-11-02,2016-01-02,21,32,8,48,7,"21,32,8,48,7",4,7-8-21-32-48+4,0,0,2,86102.9,304,1219.1,15278,10.5,229515,5,315846,2,0 335 251,eur
2015122,LUNDI,2015-10-12,2015-12-12,1,16,49,3,4,"1,16,49,3,4",4,1-3-4-16-49+4,0,0,1,164643.7,421,841.6,18844,8.1,234475,4.6,300288,2,7 445 029,eur
2014037,MERCREDI,2014-03-26,2014-05-26,40,47,38,11,21,"40,47,38,11,21",6,11-21-38-40-47+6,0,0,1,214774.9,295,1566.8,15440,12.9,245194,5.8,407528,2,7 343 955,eur
2014023,SAMEDI,2014-02-22,2014-04-24,30,26,48,32,1,"30,26,48,32,1",10,1-26-30-32-48+10,0,0,0,0,415,2344.8,21329,13.5,346111,5.9,437508,2,1 342 214,eur
2014002,SAMEDI,2014-01-04,2014-03-06,1,29,45,6,16,"1,29,45,6,16",5,1-6-16-29-45+5,1,12000000,3,120195,852,910.8,36171,9.2,478624,5,768959,2,5 724 867,eur
2014003,LUNDI,2014-01-06,2014-03-08,30,29,17,13,19,"30,29,17,13,19",9,13-17-19-29-30+9,0,0,2,87996.1,606,625,21783,7.5,272075,4.3,312551,2,1 057 133,eur
2014030,LUNDI,2014-03-10,2014-05-10,43,16,4,6,30,"43,16,4,6,30",9,4-6-16-30-43+9,1,9000000,1,186660.8,369,1088.6,16884,10.3,241264,5.1,326787,2,7 829 875,eur
2014009,LUNDI,2014-01-20,2014-03-22,10,1,42,40,35,"10,1,42,40,35",5,1-10-35-40-42+5,0,0,0,0,257,2284.1,13189,13.1,208319,5.9,409217,2,7 476 691,eur
2014021,LUNDI,2014-02-17,2014-04-19,20,32,9,23,1,"20,32,9,23,1",1,1-9-20-23-32+1,0,0,2,85679.8,452,815.9,18518,8.6,246385,4.6,248913,2,9 143 643,eur
2014039,LUNDI,2014-03-31,2014-05-31,28,6,7,32,2,"28,6,7,32,2",4,2-6-7-28-32+4,0,0,0,0,335,1567.2,17087,9,240838,4.6,290722,2,0 325 703,eur
2014142,MERCREDI,2014-11-26,2015-01-26,5,34,47,12,20,"5,34,47,12,20",3,5-12-20-34-47+3,0,0,4,53287.1,446,1028.5,20355,9.7,285883,4.9,392900,2,3 900 603,eur
2014100,MERCREDI,2014-08-20,2014-10-20,22,33,31,41,15,"22,33,31,41,15",4,15-22-31-33-41+4,0,0,2,108156.1,603,772,21151,9.5,254875,5.6,384244,2,7 779 527,eur
2014122,SAMEDI,2014-10-11,2014-12-11,24,19,10,28,15,"24,19,10,28,15",9,10-15-19-24-28+9,1,8000000,6,53988.1,1208,577.1,42901,7,502149,4.2,568247,2,5 906 869,eur
2014087,LUNDI,2014-07-21,2014-09-20,21,3,9,27,10,"21,3,9,27,10",4,3-9-10-21-27+4,1,3000000,5,32681.4,760,462.7,24694,6.1,275486,3.9,296507,2,9 089 123,eur
2014102,LUNDI,2014-08-25,2014-10-25,26,9,45,31,43,"26,9,45,31,43",1,9-26-31-43-45+1,1,6000000,1,170136.9,281,1303,13571,11.6,202936,5.5,256134,2,2 893 730,eur
2014120,LUNDI,2014-10-06,2014-12-06,20,22,46,40,9,"20,22,46,40,9",7,9-20-22-40-46+7,0,0,1,174921.8,264,1425.9,14814,11,219282,5.3,506510,2,1 639 199,eur
2014104,SAMEDI,2014-08-30,2014-10-30,25,40,30,36,6,"25,40,30,36,6",8,6-25-30-36-40+8,0,0,2,147273.3,472,1343,23079,11.9,342574,5.7,543946,2,0 109 390,eur
2014110,SAMEDI,2014-09-13,2014-11-13,7,28,27,23,33,"7,28,27,23,33",1,7-23-27-28-33+1,0,0,2,153898.1,714,927.7,34276,8.3,463756,4.4,447363,2,7 710 805,eur
2014105,LUNDI,2014-09-01,2014-11-01,42,22,47,16,38,"42,22,47,16,38",1,16-22-38-42-47+1,1,4000000,0,0,279,1902.6,12684,12.3,189005,5.9,250368,2,6 928 909,eur
2014072,LUNDI,2014-06-16,2014-08-16,5,37,16,42,3,"5,37,16,42,3",1,3-5-16-37-42+1,0,0,3,67460.8,382,1140.2,16424,11.4,254373,5.3,300895,2,0 292 709,eur
2014154,MERCREDI,2014-12-24,2015-02-23,31,36,4,22,18,"31,36,4,22,18",7,4-18-22-31-36+7,1,10000000,3,155331.8,921,1088.9,41771,10.4,593337,5.2,1247505,2,3 993 923,eur
2014157,MERCREDI,2014-12-31,2015-03-02,46,43,41,37,34,"46,43,41,37,34",10,34-37-41-43-46+10,0,0,6,85969.6,870,1276,35006,13.7,515348,6.6,792083,2,2 916 637,eur
2015019,SAMEDI,2015-02-14,2015-04-16,27,41,38,26,2,"27,41,38,26,2",7,2-26-27-38-41+7,1,2000000,2,158604,483,1413.4,23289,12.7,371783,5.6,941831,2,6 443 861,eur
2015016,SAMEDI,2015-02-07,2015-04-09,21,29,7,37,19,"21,29,7,37,19",2,7-19-21-29-37+2,0,0,1,334389.8,813,885.1,37606,8.2,493333,4.5,530071,2,0 281 355,eur
2015001,SAMEDI,2015-01-03,2015-03-05,31,32,12,28,48,"31,32,12,28,48",3,12-28-31-32-48+3,0,0,1,351516.7,598,1265,28200,11.6,425046,5.5,653341,2,4 541 179,eur
2015017,LUNDI,2015-02-09,2015-04-11,40,49,34,27,4,"40,49,34,27,4",2,4-27-34-40-49+2,0,0,1,189523,288,1416.2,14382,12.2,218432,5.7,286901,2,0 950 231,eur
2015004,SAMEDI,2015-01-10,2015-03-12,18,5,33,2,23,"18,5,33,2,23",4,2-5-18-23-33+4,0,0,3,117858,776,980.6,35694,9.2,498978,4.7,629957,2,5 023 470,eur
2015031,SAMEDI,2015-03-14,2015-05-14,30,39,3,14,8,"30,39,3,14,8",10,3-8-14-30-39+10,0,0,2,148219.5,682,935.4,29607,9.3,400735,4.9,411779,2,3 075 064,eur
2015013,SAMEDI,2015-01-31,2015-04-02,14,31,46,25,4,"14,31,46,25,4",5,4-14-25-31-46+5,0,0,0,0,798,1266.2,29614,10,405029,5.2,702982,2,5 472 880,eur
2014143,SAMEDI,2014-11-29,2015-01-29,18,44,2,47,49,"18,44,2,47,49",2,2-18-44-47-49+2,0,0,0,0,449,2140.1,22542,12.6,343273,5.9,468580,2,7 120 060,eur
2015048,MERCREDI,2015-04-22,2015-06-22,10,43,21,25,45,"10,43,21,25,45",5,10-21-25-43-45+5,1,14000000,1,252025.3,476,1139.5,22040,10.6,320975,5.2,541954,2,4 289 930,eur
2015057,MERCREDI,2015-05-13,2015-07-13,45,22,37,15,6,"45,22,37,15,6",5,6-15-22-37-45+5,1,9000000,2,125714.4,534,1013.3,21709,10.8,313746,5.3,549283,2,5 084 218,eur
2015039,MERCREDI,2015-04-01,2015-06-01,13,21,25,20,41,"13,21,25,20,41",4,13-20-21-25-41+4,0,0,1,231004.7,457,1087.8,23013,9.3,330274,4.6,420226,2,8 889 042,eur
2015054,MERCREDI,2015-05-06,2015-07-06,35,32,29,7,34,"35,32,29,7,34",10,7-29-32-34-35+10,0,0,0,0,355,2097.9,16467,13.3,258778,6,336487,2,7 522 256,eur
2015049,SAMEDI,2015-04-25,2015-06-25,30,20,29,10,27,"30,20,29,10,27",6,10-20-27-29-30+6,1,2000000,2,147521.5,935,679.1,37923,7.2,429396,4.5,578060,2,4 647 818,eur
2015056,LUNDI,2015-05-11,2015-07-11,49,1,34,28,31,"49,1,34,28,31",4,1-28-31-34-49+4,0,0,3,61775.6,307,1299.2,14911,11.5,219458,5.6,335687,2,5 095 994,eur
2015059,LUNDI,2015-05-18,2015-07-18,38,41,39,2,10,"38,41,39,2,10",5,2-10-38-39-41+5,0,0,2,83424.7,229,1568,10995,14.1,177815,6.2,364578,2,5 127 621,eur
2015064,SAMEDI,2015-05-30,2015-07-30,43,6,30,47,45,"43,6,30,47,45",5,6-30-43-45-47+5,0,0,2,185507.3,555,1438.7,27182,12.7,413855,5.9,798076,2,6 435 104,eur
2015044,LUNDI,2015-04-13,2015-06-13,41,9,43,48,36,"41,9,43,48,36",2,9-36-41-43-48+2,0,0,1,199412.4,291,1474.8,13262,14,204288,6.5,301630,2,2 806 910,eur
2015032,LUNDI,2015-03-16,2015-05-16,35,11,49,7,48,"35,11,49,7,48",7,7-11-35-48-49+7,0,0,1,173533,315,1185.6,15239,10.6,230689,5,510866,2,6 435 671,eur
2016081,MERCREDI,2016-07-06,2016-09-05,26,38,47,13,16,"26,38,47,13,16",8,13-16-26-38-47+8,1,3000000,4,53128.2,406,1126.5,18075,10.9,260136,5.4,381158,2,0 701 858,eur
2016117,MERCREDI,2016-09-28,2016-11-28,44,46,29,42,45,"44,46,29,42,45",3,29-42-44-45-46+3,1,2000000,0,0,351,1899.7,13430,14.6,200509,7,405261,2,4 571 762,eur
2016111,MERCREDI,2016-09-14,2016-11-14,29,18,37,7,47,"29,18,37,7,47",7,7-18-29-37-47+7,1,9000000,1,233983,441,1141.8,22154,9.8,297125,5.2,688214,2,0 134 629,eur
2016087,MERCREDI,2016-07-20,2016-09-19,32,1,13,29,46,"32,1,13,29,46",1,1-13-29-32-46+1,0,0,1,206180.2,326,1361.1,15828,12.1,254400,5.4,303484,2,1 930 083,eur
2016142,SAMEDI,2016-11-26,2017-01-26,9,21,44,6,11,"9,21,44,6,11",7,6-9-11-21-44+7,1,2000000,1,291166.8,1031,607.7,39357,6.9,466063,4.1,842080,2,6 385 152,eur
2016118,SAMEDI,2016-10-01,2016-12-01,13,42,8,16,23,"13,42,8,16,23",1,8-13-16-23-42+1,0,0,3,101112.6,1231,530.3,34923,8.1,448920,4.5,455458,2,1 231 333,eur
2016107,LUNDI,2016-09-05,2016-11-05,43,48,7,42,30,"43,48,7,42,30",4,7-30-42-43-48+4,0,0,1,174763,258,1457.8,12867,12.6,200579,5.8,315024,2,7 839 927,eur
2016100,SAMEDI,2016-08-20,2016-10-20,35,10,28,43,15,"35,10,28,43,15",9,10-15-28-35-43+9,0,0,0,0,499,1798.2,23390,11.3,344291,5.5,493062,2,1 808 879,eur
2016089,LUNDI,2016-07-25,2016-09-24,3,29,46,5,1,"3,29,46,5,1",4,1-3-5-29-46+4,0,0,0,0,342,1446.2,16911,8.6,215142,4.8,280995,2,5 042 975,eur
2016095,LUNDI,2016-08-08,2016-10-08,1,26,2,36,3,"1,26,2,36,3",7,1-2-3-26-36+7,0,0,0,0,241,2079.9,13967,10.6,201447,5.2,459442,2,6 182 488,eur
2016060,MERCREDI,2016-05-18,2016-07-18,22,1,40,38,49,"22,1,40,38,49",9,1-22-38-40-49+9,0,0,1,225847.1,440,1104.6,19990,10.5,265110,5.6,386556,2,6 789 582,eur
2016025,SAMEDI,2016-02-27,2016-04-28,11,47,13,10,28,"11,47,13,10,28",6,10-11-13-28-47+6,1,7000000,4,83281.8,802,893.9,38708,8,518714,4.2,645887,2,3 316 205,eur
2016075,MERCREDI,2016-06-22,2016-08-22,4,27,10,36,5,"4,27,10,36,5",9,4-5-10-27-36+9,0,0,1,212336.6,496,921.3,23347,8.4,317139,4.4,362933,2,5 029 997,eur
2016027,MERCREDI,2016-03-02,2016-05-02,40,48,44,20,34,"40,48,44,20,34",2,20-34-40-44-48+2,0,0,1,230549.8,345,1438.2,15700,13.6,225481,6.8,370438,2,0 300 532,eur
2016061,SAMEDI,2016-05-21,2016-07-21,41,26,23,12,48,"41,26,23,12,48",4,12-23-26-41-48+4,0,0,3,101747.1,560,1173,26819,10.6,392431,5.1,547028,2,6 900 013,eur
2016045,MERCREDI,2016-04-13,2016-06-13,31,49,34,2,4,"31,49,34,2,4",4,2-4-31-34-49+4,0,0,1,242676,281,1858.6,16898,13.3,289106,5.5,454551,2,7 344 488,eur
2016065,LUNDI,2016-05-30,2016-07-30,6,38,7,13,40,"6,38,7,13,40",3,6-7-13-38-40+3,0,0,1,161523.9,272,1278,15311,9.8,226737,4.7,298142,2,8 487 620,eur
2016059,LUNDI,2016-05-16,2016-07-16,36,38,31,6,16,"36,38,31,6,16",1,6-16-31-36-38+1,1,3000000,0,0,192,2485.4,11050,12.7,164806,6.1,223764,2,7 287 389,eur
2016029,LUNDI,2016-03-07,2016-05-07,11,6,49,41,12,"11,6,49,41,12",1,6-11-12-41-49+1,0,0,1,183781.7,396,998.8,19195,8.9,275847,4.4,274253,2,7 338 120,eur
2016023,LUNDI,2016-02-22,2016-04-23,23,2,5,48,26,"23,2,5,48,26",5,2-5-23-26-48+5,0,0,1,183113,437,901.8,17891,9.5,250151,4.8,393348,2,0 404 319,eur
2014040,MERCREDI,2014-04-02,2014-06-02,6,41,28,16,34,"6,41,28,16,34",4,6-16-28-34-41+4,1,5000000,2,113804.8,492,995.6,17568,12,263856,5.7,396292,2,1 012 309,eur
2014052,MERCREDI,2014-04-30,2014-06-30,32,35,19,23,43,"32,35,19,23,43",10,19-23-32-35-43+10,0,0,3,87812.2,493,1150,20077,12.2,290759,6,357021,2,4 105 929,eur
2014046,MERCREDI,2014-04-16,2014-06-16,26,25,12,49,8,"26,25,12,49,8",1,8-12-25-26-49+1,1,6000000,1,222541.2,714,670.7,27026,7.6,342939,4.3,317617,2,1 559 639,eur
2014065,SAMEDI,2014-05-31,2014-07-31,16,2,28,40,14,"16,2,28,40,14",1,2-14-16-28-40+1,0,0,2,151442.4,591,1102.9,27659,10.2,384477,5.2,437401,2,8 056 366,eur
2014061,MERCREDI,2014-05-21,2014-07-21,49,9,35,23,1,"49,9,35,23,1",1,1-9-23-35-49+1,0,0,5,43601.6,592,792.5,22775,8.9,294450,4.9,308140,2,8 923 683,eur
2014047,SAMEDI,2014-04-19,2014-06-19,22,40,21,12,45,"22,40,21,12,45",8,12-21-22-40-45+8,0,0,2,212229.9,809,1129.1,37291,10.6,554364,5.1,804510,2,9 055 672,eur
2014066,LUNDI,2014-06-02,2014-08-02,41,35,47,26,22,"41,35,47,26,22",5,22-26-35-41-47+5,0,0,1,172604.9,266,1396.5,11708,13.7,184031,6.2,379031,2,5 299 952,eur
2014042,LUNDI,2014-04-07,2014-06-07,23,42,11,31,13,"23,42,11,31,13",4,11-13-23-31-42+4,0,0,3,53865.2,477,729.1,19395,7.7,244165,4.4,285204,2,7 422 613,eur
2014054,LUNDI,2014-05-05,2014-07-05,28,16,37,19,2,"28,16,37,19,2",10,2-16-19-28-37+10,0,0,3,70000.1,462,978.2,19682,9.9,273846,5.1,283627,2,1 247 231,eur
2014045,LUNDI,2014-04-14,2014-06-14,11,7,43,45,14,"11,7,43,45,14",3,7-11-14-43-45+3,0,0,0,0,390,1368.2,18412,8.5,251434,4.4,334686,2,4 509 708,eur
2013149,SAMEDI,2013-12-14,2014-02-13,46,45,8,30,18,"46,45,8,30,18",1,8-18-30-45-46+1,0,0,0,0,437,2204,22442,12.7,353049,5.7,426020,2,4 311 728,eur
2013146,SAMEDI,2013-12-07,2014-02-06,17,14,2,8,34,"17,14,2,8,34",7,2-8-14-17-34+7,0,0,4,85565.4,785,938.3,33964,9.4,464310,4.9,1009663,2,1 601 084,eur
2012152,MERCREDI,2012-12-19,2013-02-18,5,10,25,19,49,"5,10,25,19,49",8,5-10-19-25-49+8,2,1500000,5,45960.5,1047,472.3,34896,6.1,383629,3.9,417916,2,3 751 087,eur
2016155,LUNDI,2016-12-26,2017-02-25,3,16,27,29,37,"3,16,27,29,37",6,3-16-27-29-37+6,1,11000000,2,102526.4,402,1097.7,18449,10.3,268521,5,391050,2,5 444 491,eur
2017002,MERCREDI,2017-01-04,2017-03-06,17,36,16,26,38,"17,36,16,26,38",7,16-17-26-36-38+7,0,0,0,0,333,2204.9,17793,12.2,266158,5.8,701032,2,4 440 275,eur
2017026,MERCREDI,2017-03-01,2017-05-01,33,31,16,46,20,"33,31,16,46,20",5,16-20-31-33-46+5,0,0,0,0,359,2077.1,17202,12.8,265105,5.9,494834,2,4 447 172,eur
2017027,SAMEDI,2017-03-04,2017-05-04,28,14,37,32,4,"28,14,37,32,4",4,4-14-28-32-37+4,0,0,1,327742.5,617,1143.2,26910,11.3,394534,5.5,585454,2,6 036 389,eur
2017019,LUNDI,2017-02-13,2017-04-15,5,16,39,44,18,"5,16,39,44,18",3,5-16-18-39-44+3,0,0,0,0,472,1834.7,22915,11.1,334649,5.4,494002,2,0 810 621,eur
2015150,MERCREDI,2015-12-16,2016-02-15,46,41,24,35,22,"46,41,24,35,22",10,22-24-35-41-46+10,0,0,5,51349.5,357,1547.8,17684,13.5,278771,6.1,356473,2,9 016 056,eur
2016015,MERCREDI,2016-02-03,2016-04-04,5,44,24,28,25,"5,44,24,28,25",3,5-24-25-28-44+3,1,17000000,3,96339,565,1100.9,28453,9.4,400389,4.8,538287,2,9 178 211,eur
2015141,MERCREDI,2015-11-25,2016-01-25,24,18,22,41,7,"24,18,22,41,7",3,7-18-22-24-41+3,0,0,3,70550.5,537,848.2,22714,8.6,312546,4.5,394439,2,2 412 652,eur
2016003,MERCREDI,2016-01-06,2016-03-07,49,22,14,5,2,"49,22,14,5,2",4,2-5-14-22-49+4,0,0,3,81121.1,741,706.8,28445,7.9,359948,4.5,452167,2,8 660 711,eur
2016043,SAMEDI,2016-04-09,2016-06-09,42,49,39,14,16,"42,49,39,14,16",6,14-16-39-42-49+6,0,0,1,324202.9,452,1543.6,21816,13.8,363190,5.9,633056,2,4 074 751,eur
2016030,MERCREDI,2016-03-09,2016-05-09,40,22,20,19,41,"40,22,20,19,41",2,19-20-22-40-41+2,0,0,2,118727.8,403,1268.1,17945,12.3,298026,5.3,363945,2,2 164 235,eur
2016011,LUNDI,2016-01-25,2016-03-26,12,4,38,10,41,"12,4,38,10,41",3,4-10-12-38-41+3,0,0,0,0,387,1699,19962,9.7,284842,4.8,380597,2,8 684 223,eur
2016044,LUNDI,2016-04-11,2016-06-11,34,29,4,26,25,"34,29,4,26,25",2,4-25-26-29-34+2,0,0,0,0,338,1744.5,15213,11.4,234977,5.3,291040,2,1 150 810,eur
2016026,LUNDI,2016-02-29,2016-04-30,13,3,1,24,45,"13,3,1,24,45",1,1-3-13-24-45+1,0,0,5,34739.6,545,685.9,21638,7.4,265382,4.3,263207,2,7 867 364,eur
2016038,LUNDI,2016-03-28,2016-05-28,26,2,28,4,15,"26,2,28,4,15",2,2-4-15-26-28+2,0,0,1,140321.3,405,745.6,16653,7.8,207336,4.5,212807,2,7 530 880,eur
2014025,MERCREDI,2014-02-26,2014-04-28,19,41,5,22,33,"19,41,5,22,33",1,5-19-22-33-41+1,0,0,2,113462.5,593,823.5,23335,9,313698,4.8,318798,2,0 315 970,eur
2013155,SAMEDI,2013-12-28,2014-02-27,1,16,20,32,26,"1,16,20,32,26",7,1-16-20-26-32+7,0,0,4,77676.9,552,1211.4,27812,10.4,391661,5.2,904088,2,2 337 298,eur
2014035,SAMEDI,2014-03-22,2014-05-22,20,49,14,26,4,"20,49,14,26,4",2,4-14-20-26-49+2,0,0,5,62702.5,937,720.1,33578,8.7,434746,4.8,479149,2,8 317 816,eur
2014012,LUNDI,2014-01-27,2014-03-29,46,19,33,1,48,"46,19,33,1,48",4,1-19-33-46-48+4,0,0,2,97243.5,293,1428.5,14097,12.8,225161,5.7,343220,2,3 296 033,eur
2014060,LUNDI,2014-05-19,2014-07-19,49,41,8,9,40,"49,41,8,9,40",3,8-9-40-41-49+3,1,23000000,6,37409.6,333,1450.6,15942,13.1,264780,5.6,420440,2,9 654 563,eur
2014008,SAMEDI,2014-01-18,2014-03-20,43,1,37,47,2,"43,1,37,47,2",8,1-2-37-43-47+8,0,0,1,328617.4,345,2049.9,19425,15.7,344632,6.3,603121,2,2 114 555,eur
2014038,SAMEDI,2014-03-29,2014-05-29,19,12,28,29,45,"19,12,28,29,45",4,12-19-28-29-45+4,0,0,2,150824.5,724,896.6,31490,8.9,436512,4.6,530459,2,1 080 032,eur
2014048,LUNDI,2014-04-21,2014-06-21,27,9,38,18,20,"27,9,38,18,20",1,9-18-20-27-38+1,0,0,1,162109.2,389,896.8,16993,8.8,224716,4.8,229157,2,0 577 460,eur
2014015,LUNDI,2014-02-03,2014-04-05,44,33,5,1,13,"44,33,5,1,13",2,1-5-13-33-44+2,0,0,1,171509.4,560,659.1,20461,7.8,254803,4.4,269309,2,7 533 871,eur
2015139,SAMEDI,2015-11-21,2016-01-21,43,24,12,18,16,"43,24,12,18,16",10,12-16-18-24-43+10,1,17000000,3,115636.5,908,822.2,37562,8.6,480756,4.8,494432,2,5 053 179,eur
2015093,MERCREDI,2015-08-05,2015-10-05,34,10,22,36,9,"34,10,22,36,9",4,9-10-22-34-36+4,0,0,3,69332.8,339,1320.4,17001,11.4,267633,5.1,373446,2,5 879 982,eur
2015132,MERCREDI,2015-11-04,2016-01-04,32,11,8,21,15,"32,11,8,21,15",6,8-11-15-21-32+6,0,0,2,113026.4,609,798.8,25676,8.2,330670,4.5,433033,2,4 655 929,eur
2015117,MERCREDI,2015-09-30,2015-11-30,16,18,15,35,26,"16,18,15,35,26",7,15-16-18-26-35+7,0,0,5,46157.9,345,1439.7,18168,11.8,282313,5.4,672346,2,0 093 973,eur
2015140,LUNDI,2015-11-23,2016-01-23,47,12,14,37,20,"47,12,14,37,20",6,12-14-20-37-47+6,1,2000000,1,162110.6,250,1395.5,13575,11.1,206941,5.2,306210,2,6 866 403,eur
2015073,SAMEDI,2015-06-20,2015-08-20,32,8,3,13,37,"32,8,3,13,37",4,3-8-13-32-37+4,1,6000000,2,151664.5,594,1099,29010,9.7,411375,4.9,542683,2,9 092 376,eur
2015076,SAMEDI,2015-06-27,2015-08-27,47,14,42,40,29,"47,14,42,40,29",4,14-29-40-42-47+4,1,4000000,2,144849.2,423,1473.9,19502,13.8,310709,6.2,525129,2,1 784 675,eur
2015115,SAMEDI,2015-09-26,2015-11-26,14,13,4,24,21,"14,13,4,24,21",1,4-13-14-21-24+1,0,0,6,49874.7,964,668,39770,7,479316,4.1,452736,2,2 377 764,eur
2015083,LUNDI,2015-07-13,2015-09-12,22,39,31,37,29,"22,39,31,37,29",8,22-29-31-37-39+8,0,0,0,0,239,2228.9,11822,13.3,187241,6,300939,2,1 715 356,eur
2015107,LUNDI,2015-09-07,2015-11-07,5,19,21,32,29,"5,19,21,32,29",3,5-19-21-29-32+3,0,0,0,0,440,1447.2,20395,9.2,279728,4.8,378661,2,6 863 101,eur
2014109,MERCREDI,2014-09-10,2014-11-10,6,16,31,26,40,"6,16,31,26,40",7,6-16-26-31-40+7,0,0,1,218922.4,498,946.1,19589,10.4,266739,5.4,652326,2,9 283 205,eur
2014074,SAMEDI,2014-06-21,2014-08-21,11,3,30,29,32,"11,3,30,29,32",1,3-11-29-30-32+1,1,17000000,2,170388.3,635,1154.9,31119,10.2,452153,5,497358,2,0 481 597,eur
2014107,SAMEDI,2014-09-06,2014-11-06,42,14,15,13,3,"42,14,15,13,3",7,3-13-14-15-42+7,1,10000000,2,189689.8,690,1183.3,35164,10,528940,4.7,1064135,2,1 469 664,eur
2014064,MERCREDI,2014-05-28,2014-07-28,9,26,8,48,46,"9,26,8,48,46",7,8-9-26-46-48+7,0,0,2,111898.3,351,1372.2,17735,11.7,281422,5.2,667237,2,3 678 076,eur
2014082,MERCREDI,2014-07-09,2014-09-08,8,6,36,4,34,"8,6,36,4,34",5,4-6-8-34-36+5,1,3000000,1,215295.7,353,1312.6,18153,11,273683,5.2,474417,2,6 137 888,eur
2014092,SAMEDI,2014-08-02,2014-10-02,25,32,4,8,41,"25,32,4,8,41",10,4-8-25-32-41+10,0,0,1,301206.6,557,1163.8,25684,10.9,376439,5.3,416021,2,3 960 834,eur
2014063,LUNDI,2014-05-26,2014-07-26,3,8,40,39,32,"3,8,40,39,32",1,3-8-32-39-40+1,1,11000000,1,194639.2,284,1474.9,12772,14.2,210450,6.1,279843,2,4 687 033,eur
2014093,LUNDI,2014-08-04,2014-10-04,16,28,36,24,43,"16,28,36,24,43",6,16-24-28-36-43+6,0,0,1,171605,327,1129.4,13837,11.5,200930,5.6,324770,2,9 450 987,eur
2014062,SAMEDI,2014-05-24,2014-07-24,40,18,39,24,17,"40,18,39,24,17",1,17-18-24-39-40+1,0,0,4,103501.4,597,1492.4,31427,12.2,499735,5.5,598255,2,2 220 763,eur
2014084,LUNDI,2014-07-14,2014-09-13,21,41,32,38,37,"21,41,32,38,37",9,21-32-37-38-41+9,0,0,0,0,221,2445.8,11938,13.3,170709,6.6,296918,2,9 409 702,eur
2016141,MERCREDI,2016-11-23,2017-01-23,47,7,25,2,12,"47,7,25,2,12",7,2-7-12-25-47+7,1,9000000,3,77661.1,1030,486.8,33072,6.5,373141,4.1,673284,2,9 217 619,eur
2016152,LUNDI,2016-12-19,2017-02-18,17,40,41,26,3,"17,40,41,26,3",7,3-17-26-40-41+7,0,0,0,0,248,2197.6,13222,12.1,209390,5.5,509838,2,9 424 060,eur
2016106,SAMEDI,2016-09-03,2016-11-03,36,24,45,49,47,"36,24,45,49,47",5,24-36-45-47-49+5,0,0,4,74488.1,502,1277.3,23575,11.7,317730,6.2,647220,2,5 784 401,eur
2016123,MERCREDI,2016-10-12,2016-12-12,2,19,34,47,23,"2,19,34,47,23",2,2-19-23-34-47+2,0,0,2,118009.2,444,1144,19326,11.3,290775,5.4,357289,2,1 635 881,eur
2016109,SAMEDI,2016-09-10,2016-11-10,46,38,29,31,19,"46,38,29,31,19",6,19-29-31-38-46+6,0,0,3,104596.3,442,1527.8,23235,12.5,357457,5.8,621435,2,3 817 627,eur
2016131,LUNDI,2016-10-31,2016-12-31,11,35,16,29,41,"11,35,16,29,41",4,11-16-29-35-41+4,0,0,1,210241.8,378,1197,17544,11.1,256427,5.4,369593,2,4 057 238,eur
2016121,SAMEDI,2016-10-08,2016-12-08,5,26,28,46,35,"5,26,28,46,35",9,5-26-28-35-46+9,0,0,0,0,494,1985.5,23172,12.5,366667,5.6,541598,2,5 367 587,eur
2016143,LUNDI,2016-11-28,2017-01-28,41,45,20,10,38,"41,45,20,10,38",6,10-20-38-41-45+6,0,0,0,0,288,1779.2,12664,11.9,187022,5.7,309998,2,0 698 953,eur
2016140,LUNDI,2016-11-21,2017-01-21,7,18,12,45,3,"7,18,12,45,3",8,3-7-12-18-45+8,0,0,1,181410.8,676,577.5,24944,6.7,295781,4,324876,2,3 221 541,eur
2016110,LUNDI,2016-09-12,2016-11-12,6,5,11,13,22,"6,5,11,13,22",10,5-6-11-13-22+10,0,0,9,20475.5,1046,379.1,33104,5.1,341260,3.5,274012,2,6 903 923,eur
2014155,SAMEDI,2014-12-27,2015-02-26,20,48,34,39,4,"20,48,34,39,4",10,4-20-34-39-48+10,0,0,0,0,403,2327.4,18718,14.8,307278,6.4,417160,2,3 424 536,eur
